,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
188,C[C@H](N)CC1=CC=C(O)C=C1,CC(N)Cc1ccc(O)cc1,"InChI=1S/C9H13NO/c1-7(10)6-8-2-4-9(11)5-3-8/h2-5,7,11H,6,10H2,1H3",GIKNHHRFLCDOEU-UHFFFAOYSA-N,DTXSID10349250,DSSTox_Substance_Id,DTXSID10349250,4-Hydroxy-dextroamphetamine
189,CCCCC1=C(C(=O)C2=CC=C(OCCN(CC)CC)C=C2)C2=CC=CC=C2O1,CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)cc1,"InChI=1S/C25H31NO3/c1-4-7-11-23-24(21-10-8-9-12-22(21)29-23)25(27)19-13-15-20(16-14-19)28-18-17-26(5-2)6-3/h8-10,12-16H,4-7,11,17-18H2,1-3H3",PNZXBMCTFUFPLR-UHFFFAOYSA-N,DTXSID20178139,DSSTox_Substance_Id,DTXSID20178139,Deiodoamiodarone
190,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C=C2)C2=CC=CC=C2O1,CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)c(I)c1,"InChI=1S/C25H30INO3/c1-4-7-11-23-24(19-10-8-9-12-21(19)30-23)25(28)18-13-14-22(20(26)17-18)29-16-15-27(5-2)6-3/h8-10,12-14,17H,4-7,11,15-16H2,1-3H3",DKWLFFXBYKTKRM-UHFFFAOYSA-N,DTXSID50234893,DSSTox_Substance_Id,DTXSID50234893,L-6355
191,CC(N)CC1=CC=C(O)C=C1,CC(N)Cc1ccc(O)cc1,"InChI=1S/C9H13NO/c1-7(10)6-8-2-4-9(11)5-3-8/h2-5,7,11H,6,10H2,1H3",GIKNHHRFLCDOEU-UHFFFAOYSA-N,DTXSID3023134,DSSTox_Substance_Id,DTXSID3023134,(+/-)-4-Hydroxyamphetamine
192,OC(=O)C1=CC(Cl)=C(NC(=O)CSC2=NN=C(Br)N2C2=CC=C(C3CC3)C3=CC=CC=C23)C=C1,O=C(CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12)Nc1ccc(C(=O)O)cc1Cl,"InChI=1S/C24H18BrClN4O3S/c25-23-28-29-24(34-12-21(31)27-19-9-7-14(22(32)33)11-18(19)26)30(23)20-10-8-15(13-5-6-13)16-3-1-2-4-17(16)20/h1-4,7-11,13H,5-6,12H2,(H,27,31)(H,32,33)",MPNGLQDRSJNLPL-UHFFFAOYSA-N,DTXSID50143299,DSSTox_Substance_Id,DTXSID50143299,RDEA 806
193,CCC1=C(C(=O)C2=CC=C(OC)C=C2)C2=CC=CC=C2O1,CCc1oc2ccccc2c1C(=O)c1ccc(OC)cc1,"InChI=1S/C18H16O3/c1-3-15-17(14-6-4-5-7-16(14)21-15)18(19)12-8-10-13(20-2)11-9-12/h4-11H,3H2,1-2H3",TTXQKBMNVDJBPZ-UHFFFAOYSA-N,DTXSID9062984,DSSTox_Substance_Id,DTXSID9062984,"Methanone, (2-ethyl-3-benzofuranyl)(4-methoxyphenyl)-"
194,CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=CC=CC=C2O1,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,"InChI=1S/C17H14O3/c1-2-14-16(13-5-3-4-6-15(13)20-14)17(19)11-7-9-12(18)10-8-11/h3-10,18H,2H2,1H3",RFRXIWQYSOIBDI-UHFFFAOYSA-N,DTXSID2061721,DSSTox_Substance_Id,DTXSID2061721,"Methanone, (2-ethyl-3-benzofuranyl)(4-hydroxyphenyl)-"
195,CCOC1=C(O)C=CC(C=O)=C1,CCOc1cc(C=O)ccc1O,"InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3",CBOQJANXLMLOSS-UHFFFAOYSA-N,DTXSID5021968,DSSTox_Substance_Id,DTXSID5021968,3-Ethoxy-4-hydroxybenzaldehyde
196,NCCCCCCCC(O)=O,NCCCCCCCC(=O)O,"InChI=1S/C8H17NO2/c9-7-5-3-1-2-4-6-8(10)11/h1-7,9H2,(H,10,11)",UQXNEWQGGVUVQA-UHFFFAOYSA-N,DTXSID00143007,DSSTox_Substance_Id,DTXSID00143007,omega-Aminocaprylic acid
197,C[C@H](N)C(=O)NC1=CC=C(C=C1)[N+]([O-])=O,CC(N)C(=O)Nc1ccc([N+](=O)[O-])cc1,"InChI=1S/C9H11N3O3/c1-6(10)9(13)11-7-2-4-8(5-3-7)12(14)15/h2-6H,10H2,1H3,(H,11,13)",PXFUDSMGEYRNNC-UHFFFAOYSA-N,DTXSID70168186,DSSTox_Substance_Id,DTXSID70168186,Alanine-4-nitroanilide
198,COC(=O)[C@@H](N)C(C)C,COC(=O)C(N)C(C)C,"InChI=1S/C6H13NO2/c1-4(2)5(7)6(8)9-3/h4-5H,7H2,1-3H3",CEMZBWPSKYISTN-UHFFFAOYSA-N,DTXSID20193685,DSSTox_Substance_Id,DTXSID20193685,"L-Valine, methyl ester"
199,COC(=O)CN,COC(=O)CN,"InChI=1S/C3H7NO2/c1-6-3(5)2-4/h2,4H2,1H3",KQSSATDQUYCRGS-UHFFFAOYSA-N,DTXSID30210599,DSSTox_Substance_Id,DTXSID30210599,Glycine methyl ester
200,CC1=C(NC2=NC=CC(=N2)C2=CN=CC=C2)C=C(NC(=O)C2=CC=C(CN3CCNCC3)C=C2)C=C1,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1N=c1nc(-c2cccnc2)cc[nH]1,"InChI=1S/C28H29N7O/c1-20-4-9-24(17-26(20)34-28-31-12-10-25(33-28)23-3-2-11-30-18-23)32-27(36)22-7-5-21(6-8-22)19-35-15-13-29-14-16-35/h2-12,17-18,29H,13-16,19H2,1H3,(H,32,36)(H,31,33,34)",BQQYXPHRXIZMDM-UHFFFAOYSA-N,DTXSID80193500,DSSTox_Substance_Id,DTXSID80193500,CGP-74588
201,CCC1=CC(OC)=C(CCN)C=C1OC,CCc1cc(OC)c(CCN)cc1OC,"InChI=1S/C12H19NO2/c1-4-9-7-12(15-3)10(5-6-13)8-11(9)14-2/h7-8H,4-6,13H2,1-3H3",VDRGNAMREYBIHA-UHFFFAOYSA-N,DTXSID40221772,DSSTox_Substance_Id,DTXSID40221772,"2,5-Dimethoxy-4-ethylphenethylamine"
202,CNCCC1=CC(Cl)=CC=C1,CNCCc1cccc(Cl)c1,"InChI=1S/C9H12ClN/c1-11-6-5-8-3-2-4-9(10)7-8/h2-4,7,11H,5-6H2,1H3",ZAIUACXHBBABJZ-UHFFFAOYSA-N,DTXSID30442015,DSSTox_Substance_Id,DTXSID30442015,2-(3-Chlorophenyl)-N-methylethan-1-amine
203,CNCCC1=CC=C(Br)C=C1,CNCCc1ccc(Br)cc1,"InChI=1S/C9H12BrN/c1-11-7-6-8-2-4-9(10)5-3-8/h2-5,11H,6-7H2,1H3",CJLDHHONSQXJTC-UHFFFAOYSA-N,DTXSID00593169,DSSTox_Substance_Id,DTXSID00593169,2-(4-Bromophenyl)-N-methylethan-1-amine
204,CNCCC1=CC=CC=C1,CNCCc1ccccc1,"InChI=1S/C9H13N/c1-10-8-7-9-5-3-2-4-6-9/h2-6,10H,7-8H2,1H3",SASNBVQSOZSTPD-UHFFFAOYSA-N,DTXSID10207629,DSSTox_Substance_Id,DTXSID10207629,N-Methylphenethylamine
205,CNCCC1=CC=CC=C1F,CNCCc1ccccc1F,"InChI=1S/C9H12FN/c1-11-7-6-8-4-2-3-5-9(8)10/h2-5,11H,6-7H2,1H3",VGGRQNLAMNVBOA-UHFFFAOYSA-N,DTXSID90619463,DSSTox_Substance_Id,DTXSID90619463,2-(2-Fluorophenyl)-N-methylethan-1-amine
206,NCCC1=CC=C(C=C1)C(F)(F)F,NCCc1ccc(C(F)(F)F)cc1,"InChI=1S/C9H10F3N/c10-9(11,12)8-3-1-7(2-4-8)5-6-13/h1-4H,5-6,13H2",HMFOBPNVAAAACP-UHFFFAOYSA-N,DTXSID90365791,DSSTox_Substance_Id,DTXSID90365791,2-[4-(Trifluoromethyl)phenyl]ethan-1-amine
207,NCCC1=CC(Cl)=CC=C1,NCCc1cccc(Cl)c1,"InChI=1S/C8H10ClN/c9-8-3-1-2-7(6-8)4-5-10/h1-3,6H,4-5,10H2",NRHVNPYOTNGECT-UHFFFAOYSA-N,DTXSID70156740,DSSTox_Substance_Id,DTXSID70156740,3-Chlorophenethylamine
208,COC1=CC=C(CCN)C=C1,COc1ccc(CCN)cc1,"InChI=1S/C9H13NO/c1-11-9-4-2-8(3-5-9)6-7-10/h2-5H,6-7,10H2,1H3",LTPVSOCPYWDIFU-UHFFFAOYSA-N,DTXSID6058764,DSSTox_Substance_Id,DTXSID6058764,4-Methoxybenzeneethanamine
209,NCCC1=CC2=C(OCO2)C=C1,NCCc1ccc2c(c1)OCO2,"InChI=1S/C9H11NO2/c10-4-3-7-1-2-8-9(5-7)12-6-11-8/h1-2,5H,3-4,6,10H2",RRIRDPSOCUCGBV-UHFFFAOYSA-N,DTXSID00163982,DSSTox_Substance_Id,DTXSID00163982,"3,4-Methylenedioxyphenethylamine"
210,C[C@H](CN)C1=CC=CC=C1,CC(CN)c1ccccc1,"InChI=1S/C9H13N/c1-8(7-10)9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3",AXORVIZLPOGIRG-UHFFFAOYSA-N,DTXSID00364270,DSSTox_Substance_Id,DTXSID00364270,(2S)-2-Phenylpropan-1-amine
211,CNCCC1=CC=C(Cl)C=C1,CNCCc1ccc(Cl)cc1,"InChI=1S/C9H12ClN/c1-11-7-6-8-2-4-9(10)5-3-8/h2-5,11H,6-7H2,1H3",VCSUCPDSYSXLEX-UHFFFAOYSA-N,DTXSID40544519,DSSTox_Substance_Id,DTXSID40544519,2-(4-Chlorophenyl)-N-methylethan-1-amine
212,CN(C)CCC1=CC=C(Br)C=C1,CN(C)CCc1ccc(Br)cc1,"InChI=1S/C10H14BrN/c1-12(2)8-7-9-3-5-10(11)6-4-9/h3-6H,7-8H2,1-2H3",RWCMKTSVOYKLQY-UHFFFAOYSA-N,DTXSID10444395,DSSTox_Substance_Id,DTXSID10444395,"2-(4-BROMOPHENYL)-N,N-DIMETHYLETHANAMINE"
213,COC1=CC=CC(CCN)=C1,COc1cccc(CCN)c1,"InChI=1S/C9H13NO/c1-11-9-4-2-3-8(7-9)5-6-10/h2-4,7H,5-6,10H2,1H3",WJBMRZAHTUFBGE-UHFFFAOYSA-N,DTXSID10174327,DSSTox_Substance_Id,DTXSID10174327,3-Methoxyphenylethylamine
214,CCC1=CC=C(CCN)C=C1,CCc1ccc(CCN)cc1,"InChI=1S/C10H15N/c1-2-9-3-5-10(6-4-9)7-8-11/h3-6H,2,7-8,11H2,1H3",XLJAVPNHXCHBPU-UHFFFAOYSA-N,DTXSID10214570,DSSTox_Substance_Id,DTXSID10214570,4-Ethylphenethylamine
215,NCCC1=C(Cl)C(Cl)=CC=C1,NCCc1cccc(Cl)c1Cl,"InChI=1S/C8H9Cl2N/c9-7-3-1-2-6(4-5-11)8(7)10/h1-3H,4-5,11H2",WWRLSNWKOZHYIY-UHFFFAOYSA-N,DTXSID70370484,DSSTox_Substance_Id,DTXSID70370484,"2-(2,3-dichlorophenyl)ethanamine"
216,NCCC1=CC(Cl)=C(Cl)C=C1,NCCc1ccc(Cl)c(Cl)c1,"InChI=1S/C8H9Cl2N/c9-7-2-1-6(3-4-11)5-8(7)10/h1-2,5H,3-4,11H2",MQPUAVYKVIHUJP-UHFFFAOYSA-N,DTXSID60276921,DSSTox_Substance_Id,DTXSID60276921,"3,4-Dichlorophenethylamine"
217,CNCCC1=CC=C(F)C=C1,CNCCc1ccc(F)cc1,"InChI=1S/C9H12FN/c1-11-7-6-8-2-4-9(10)5-3-8/h2-5,11H,6-7H2,1H3",NCBPDSPIVAMJIT-UHFFFAOYSA-N,DTXSID80276226,DSSTox_Substance_Id,DTXSID80276226,2-(4-fluorophenyl)-N-methylethanamine
218,CNCCC1=CC=CC=C1Cl,CNCCc1ccccc1Cl,"InChI=1S/C9H12ClN/c1-11-7-6-8-4-2-3-5-9(8)10/h2-5,11H,6-7H2,1H3",DTJKAALGEAHUIV-UHFFFAOYSA-N,DTXSID70493349,DSSTox_Substance_Id,DTXSID70493349,2-(2-Chlorophenyl)-N-methylethan-1-amine
219,CC(C)(CN)C1=CC=CC=C1,CC(C)(CN)c1ccccc1,"InChI=1S/C10H15N/c1-10(2,8-11)9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3",CWSGTPMVOJFVIF-UHFFFAOYSA-N,DTXSID70276876,DSSTox_Substance_Id,DTXSID70276876,2-methyl-2-phenylpropan-1-amine
220,NCCC1=C(Cl)C=CC=C1Cl,NCCc1c(Cl)cccc1Cl,"InChI=1S/C8H9Cl2N/c9-7-2-1-3-8(10)6(7)4-5-11/h1-3H,4-5,11H2",ACIMQXSSGMWVKG-UHFFFAOYSA-N,DTXSID50370124,DSSTox_Substance_Id,DTXSID50370124,"2,6-Dichlorophenethylamine"
221,C[C@@H](CN)C1=CC=CC=C1,CC(CN)c1ccccc1,"InChI=1S/C9H13N/c1-8(7-10)9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3",AXORVIZLPOGIRG-UHFFFAOYSA-N,DTXSID90364269,DSSTox_Substance_Id,DTXSID90364269,(R)-(+)-beta-Methylphenethylamine
222,CC1=CC(CCN)=C(C)C=C1,Cc1ccc(C)c(CCN)c1,"InChI=1S/C10H15N/c1-8-3-4-9(2)10(7-8)5-6-11/h3-4,7H,5-6,11H2,1-2H3",RNEFNTMBBIKOFO-UHFFFAOYSA-N,DTXSID30177633,DSSTox_Substance_Id,DTXSID30177633,"Phenethylamine, 2,5-dimethyl-"
223,NCCC1=CC(Br)=CC=C1,NCCc1cccc(Br)c1,"InChI=1S/C8H10BrN/c9-8-3-1-2-7(6-8)4-5-10/h1-3,6H,4-5,10H2",ORHRHMLEFQBHND-UHFFFAOYSA-N,DTXSID60427395,DSSTox_Substance_Id,DTXSID60427395,3-Bromophenethylamine
224,NCC1(CC1)C1=CC=CC=C1,NCC1(c2ccccc2)CC1,"InChI=1S/C10H13N/c11-8-10(6-7-10)9-4-2-1-3-5-9/h1-5H,6-8,11H2",FUEMGCALFIHXAS-UHFFFAOYSA-N,DTXSID20239451,DSSTox_Substance_Id,DTXSID20239451,1-(Phenylcyclopropyl)methylamine
225,CN(C)CCC1=CC=CC=C1Cl,CN(C)CCc1ccccc1Cl,"InChI=1S/C10H14ClN/c1-12(2)8-7-9-5-3-4-6-10(9)11/h3-6H,7-8H2,1-2H3",NCJUMHFWIRWDBF-UHFFFAOYSA-N,DTXSID10182240,DSSTox_Substance_Id,DTXSID10182240,"2-(2-Chlorophenyl)-N,N-dimethylethanamine"
226,CN(C)CCC1=CC=CC=C1,CN(C)CCc1ccccc1,"InChI=1S/C10H15N/c1-11(2)9-8-10-6-4-3-5-7-10/h3-7H,8-9H2,1-2H3",TXOFSCODFRHERQ-UHFFFAOYSA-N,DTXSID40150114,DSSTox_Substance_Id,DTXSID40150114,"N,N-Dimethylphenylethylamine"
227,NCCC1=CC=CC=C1I,NCCc1ccccc1I,"InChI=1S/C8H10IN/c9-8-4-2-1-3-7(8)5-6-10/h1-4H,5-6,10H2",YNDYXJUDBNYUBF-UHFFFAOYSA-N,DTXSID90441125,DSSTox_Substance_Id,DTXSID90441125,2-(2-iodophenyl)ethanamine
228,COC1=CC(OC)=C(OC)C=C1CCN,COc1cc(OC)c(OC)cc1CCN,"InChI=1S/C11H17NO3/c1-13-9-7-11(15-3)10(14-2)6-8(9)4-5-12/h6-7H,4-5,12H2,1-3H3",GKATTZLSNLYADI-UHFFFAOYSA-N,DTXSID30165499,DSSTox_Substance_Id,DTXSID30165499,"2,4,5-Trimethoxyphenethylamine"
229,ClC1=CC=CC(Cl)=C1CC1=NCCN1,Clc1cccc(Cl)c1CC1=NCCN1,"InChI=1S/C10H10Cl2N2/c11-8-2-1-3-9(12)7(8)6-10-13-4-5-14-10/h1-3H,4-6H2,(H,13,14)",VEBNJXMZJFTNSZ-UHFFFAOYSA-N,DTXSID20200126,DSSTox_Substance_Id,DTXSID20200126,St 1913
230,NCCC1=CC(F)=CC=C1,NCCc1cccc(F)c1,"InChI=1S/C8H10FN/c9-8-3-1-2-7(6-8)4-5-10/h1-3,6H,4-5,10H2",AUCVZEYHEFAWHO-UHFFFAOYSA-N,DTXSID50336462,DSSTox_Substance_Id,DTXSID50336462,3-Fluorophenethylamine
231,NCCC1=CC=CC=C1Br,NCCc1ccccc1Br,"InChI=1S/C8H10BrN/c9-8-4-2-1-3-7(8)5-6-10/h1-4H,5-6,10H2",ITRNQMJXZUWZQL-UHFFFAOYSA-N,DTXSID80370117,DSSTox_Substance_Id,DTXSID80370117,2-Bromophenethylamine
232,NCCC1=CC(=CC=C1)C(F)(F)F,NCCc1cccc(C(F)(F)F)c1,"InChI=1S/C9H10F3N/c10-9(11,12)8-3-1-2-7(6-8)4-5-13/h1-3,6H,4-5,13H2",BPVYCXMGJPKOTQ-UHFFFAOYSA-N,DTXSID90200517,DSSTox_Substance_Id,DTXSID90200517,"Phenethylamine, m-trifluoromethyl-"
233,COC1=CC(CCN)=C(OC)C=C1C,COc1cc(CCN)c(OC)cc1C,"InChI=1S/C11H17NO2/c1-8-6-11(14-3)9(4-5-12)7-10(8)13-2/h6-7H,4-5,12H2,1-3H3",UNQQFDCVEMVQHM-UHFFFAOYSA-N,DTXSID10179074,DSSTox_Substance_Id,DTXSID10179074,"2,5-Dimethoxy-4-methylphenethylamine"
234,C[C@H](N)CC1=CC2=C(OCO2)C=C1,CC(N)Cc1ccc2c(c1)OCO2,"InChI=1S/C10H13NO2/c1-7(11)4-8-2-3-9-10(5-8)13-6-12-9/h2-3,5,7H,4,6,11H2,1H3",NGBBVGZWCFBOGO-UHFFFAOYSA-N,DTXSID80215872,DSSTox_Substance_Id,DTXSID80215872,"(S)-(+)-3,4-(Methylenedioxy)amphetamine"
235,NCCC1=CC=CC=C1O,NCCc1ccccc1O,"InChI=1S/C8H11NO/c9-6-5-7-3-1-2-4-8(7)10/h1-4,10H,5-6,9H2",FMEVAQARAVDUNY-UHFFFAOYSA-N,DTXSID50174326,DSSTox_Substance_Id,DTXSID50174326,2-(2-Aminoethyl)phenol
236,NCCC1=CC=C(Br)C=C1,NCCc1ccc(Br)cc1,"InChI=1S/C8H10BrN/c9-8-3-1-7(2-4-8)5-6-10/h1-4H,5-6,10H2",ZSZCXAOQVBEPME-UHFFFAOYSA-N,DTXSID20224524,DSSTox_Substance_Id,DTXSID20224524,p-Bromophenethylamine
237,COC1=CC=CC=C1CCN,COc1ccccc1CCN,"InChI=1S/C9H13NO/c1-11-9-5-3-2-4-8(9)6-7-10/h2-5H,6-7,10H2,1H3",WSWPCNMLEVZGSM-UHFFFAOYSA-N,DTXSID00174412,DSSTox_Substance_Id,DTXSID00174412,4-Methoxyphenethylamine
238,NCCC1=C(F)C=CC=C1Cl,NCCc1c(F)cccc1Cl,"InChI=1S/C8H9ClFN/c9-7-2-1-3-8(10)6(7)4-5-11/h1-3H,4-5,11H2",NNEMMAAHBKHXLP-UHFFFAOYSA-N,DTXSID10370120,DSSTox_Substance_Id,DTXSID10370120,2-(2-Chloro-6-fluorophenyl)ethan-1-amine
239,CC(C)(C)C1=CC=C(CCN)C=C1,CC(C)(C)c1ccc(CCN)cc1,"InChI=1S/C12H19N/c1-12(2,3)11-6-4-10(5-7-11)8-9-13/h4-7H,8-9,13H2,1-3H3",WKCZSFRAGKIIKN-UHFFFAOYSA-N,DTXSID50370886,DSSTox_Substance_Id,DTXSID50370886,2-(4-tert-Butylphenyl)ethylamine
240,CNCCC1=CC(F)=CC=C1,CNCCc1cccc(F)c1,"InChI=1S/C9H12FN/c1-11-6-5-8-3-2-4-9(10)7-8/h2-4,7,11H,5-6H2,1H3",RDKFMYLRDJVSJU-UHFFFAOYSA-N,DTXSID40619458,DSSTox_Substance_Id,DTXSID40619458,2-(3-Fluorophenyl)-N-methylethan-1-amine
241,C(C1=NC=CN1)C1=CC=CC=C1,c1ccc(Cc2ncc[nH]2)cc1,"InChI=1S/C10H10N2/c1-2-4-9(5-3-1)8-10-11-6-7-12-10/h1-7H,8H2,(H,11,12)",NAPDOWNULRULLI-UHFFFAOYSA-N,DTXSID70286652,DSSTox_Substance_Id,DTXSID70286652,2-benzyl-1h-imidazole
242,COC1=CC(C)=C(OC)C=C1C[C@H](C)N,COc1cc(CC(C)N)c(OC)cc1C,"InChI=1S/C12H19NO2/c1-8-5-12(15-4)10(6-9(2)13)7-11(8)14-3/h5,7,9H,6,13H2,1-4H3",NTJQREUGJKIARY-UHFFFAOYSA-N,DTXSID10110008,DSSTox_Substance_Id,DTXSID10110008,"(+)-1-(2,5-Dimethoxy-4-methylphenyl)-2-aminopropane"
243,CC1=CC=CC=C1CCN,Cc1ccccc1CCN,"InChI=1S/C9H13N/c1-8-4-2-3-5-9(8)6-7-10/h2-5H,6-7,10H2,1H3",OWOUKRYOZIZVFK-UHFFFAOYSA-N,DTXSID60366371,DSSTox_Substance_Id,DTXSID60366371,2-Methylphenethylamine
244,C(NC1=CC=CC=C1)C1=NC=CN1,c1ccc(NCc2ncc[nH]2)cc1,"InChI=1S/C10H11N3/c1-2-4-9(5-3-1)13-8-10-11-6-7-12-10/h1-7,13H,8H2,(H,11,12)",LKTOVFRMNAMQMZ-UHFFFAOYSA-N,DTXSID30443345,DSSTox_Substance_Id,DTXSID30443345,N-(1H-imidazol-2-ylmethyl)aniline
245,NCCC1=CC(O)=CC=C1,NCCc1cccc(O)c1,"InChI=1S/C8H11NO/c9-5-4-7-2-1-3-8(10)6-7/h1-3,6,10H,4-5,9H2",GHFGJTVYMNRGBY-UHFFFAOYSA-N,DTXSID50207522,DSSTox_Substance_Id,DTXSID50207522,3-Tyramine
246,OC1CCN(CC1)C#N,N#CN1CCC(O)CC1,"InChI=1S/C6H10N2O/c7-5-8-3-1-6(9)2-4-8/h6,9H,1-4H2",OPBQHNZSOOLCPP-UHFFFAOYSA-N,DTXSID50619661,DSSTox_Substance_Id,DTXSID50619661,4-Hydroxypiperidine-1-carbonitrile
247,CC(C)C1=NOC(=N1)N1CCC(O)CC1,CC(C)c1noc(N2CCC(O)CC2)n1,"InChI=1S/C10H17N3O2/c1-7(2)9-11-10(15-12-9)13-5-3-8(14)4-6-13/h7-8,14H,3-6H2,1-2H3",SNAOGTUJDXPNEK-UHFFFAOYSA-N,DTXSID40619655,DSSTox_Substance_Id,DTXSID40619655,"1-[3-(Propan-2-yl)-1,2,4-oxadiazol-5-yl]piperidin-4-ol"
248,CCC1=CN=C(N=C1)N1CCC(CC1)C1=NC(COC2=CC=C(C=C2)N2C=NN=N2)=CS1,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1,"InChI=1S/C22H24N8OS/c1-2-16-11-23-22(24-12-16)29-9-7-17(8-10-29)21-26-18(14-32-21)13-31-20-5-3-19(4-6-20)30-15-25-27-28-30/h3-6,11-12,14-15,17H,2,7-10,13H2,1H3",NFTMKHWBOINJGM-UHFFFAOYSA-N,DTXSID20146055,DSSTox_Substance_Id,DTXSID20146055,MBX-2982
249,CC1=CC(NCCO)=NC(=N1)C1=CC=C(Br)C=C1,Cc1cc(=NCCO)[nH]c(-c2ccc(Br)cc2)n1,"InChI=1S/C13H14BrN3O/c1-9-8-12(15-6-7-18)17-13(16-9)10-2-4-11(14)5-3-10/h2-5,8,18H,6-7H2,1H3,(H,15,16,17)",DUKPGOOUJNUIOI-UHFFFAOYSA-N,DTXSID90416373,DSSTox_Substance_Id,DTXSID90416373,2-[[2-(4-bromophenyl)-6-methylpyrimidin-4-yl]amino]ethanol
