,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
83,CCCCN(CCCC)C(=O)NC1=CC=C(C=C1)C(C)=O,CCCCN(CCCC)C(=O)Nc1ccc(C(C)=O)cc1,"InChI=1S/C17H26N2O2/c1-4-6-12-19(13-7-5-2)17(21)18-16-10-8-15(9-11-16)14(3)20/h8-11H,4-7,12-13H2,1-3H3,(H,18,21)",RHZRGNBQZOEJJF-UHFFFAOYSA-N,DTXSID80450206,DSSTox_Substance_Id,DTXSID80450206,"Urea, N'-(4-acetylphenyl)-N,N-dibutyl-"
84,OC(=O)C1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,O=C(O)c1ccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,"InChI=1S/C22H20N2O3/c25-21(26)19-11-13-20(14-12-19)23-22(27)24(15-17-7-3-1-4-8-17)16-18-9-5-2-6-10-18/h1-14H,15-16H2,(H,23,27)(H,25,26)",AESQUTRXAMDOSL-UHFFFAOYSA-N,DTXSID00608161,DSSTox_Substance_Id,DTXSID00608161,4-[(Dibenzylcarbamoyl)amino]benzoic acid
85,CCCCN(CCCC)C(=O)NC1=C(C)C=CC(Cl)=C1,CCCCN(CCCC)C(=O)Nc1cc(Cl)ccc1C,"InChI=1S/C16H25ClN2O/c1-4-6-10-19(11-7-5-2)16(20)18-15-12-14(17)9-8-13(15)3/h8-9,12H,4-7,10-11H2,1-3H3,(H,18,20)",XIAPXMNZZWNYJS-UHFFFAOYSA-N,DTXSID10391552,DSSTox_Substance_Id,DTXSID10391552,"Urea, N,N-dibutyl-N'-(5-chloro-2-methylphenyl)-"
86,CC1=C(Cl)C=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,Cc1ccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1Cl,"InChI=1S/C22H21ClN2O/c1-17-12-13-20(14-21(17)23)24-22(26)25(15-18-8-4-2-5-9-18)16-19-10-6-3-7-11-19/h2-14H,15-16H2,1H3,(H,24,26)",JYYYTILCMLYFNN-UHFFFAOYSA-N,DTXSID40393064,DSSTox_Substance_Id,DTXSID40393064,"Urea, N'-(3-chloro-4-methylphenyl)-N,N-bis(phenylmethyl)-"
87,CCCCN(CCCC)C(=O)NC1=CC=C(F)C=C1,CCCCN(CCCC)C(=O)Nc1ccc(F)cc1,"InChI=1S/C15H23FN2O/c1-3-5-11-18(12-6-4-2)15(19)17-14-9-7-13(16)8-10-14/h7-10H,3-6,11-12H2,1-2H3,(H,17,19)",DMQXKZRISBXSCF-UHFFFAOYSA-N,DTXSID70401545,DSSTox_Substance_Id,DTXSID70401545,"Urea, N,N-dibutyl-N'-(4-fluorophenyl)-"
88,FC(F)(F)C1=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=CC=C1,O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H19F3N2O/c23-22(24,25)19-12-7-13-20(14-19)26-21(28)27(15-17-8-3-1-4-9-17)16-18-10-5-2-6-11-18/h1-14H,15-16H2,(H,26,28)",UMOOFVAHBMVVME-UHFFFAOYSA-N,DTXSID90309716,DSSTox_Substance_Id,DTXSID90309716,"N,N-Dibenzyl-N'-[3-(trifluoromethyl)phenyl]urea"
89,C(SC1=NC(=C(N1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,c1ccc(CSc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,"InChI=1S/C22H18N2S/c1-4-10-17(11-5-1)16-25-22-23-20(18-12-6-2-7-13-18)21(24-22)19-14-8-3-9-15-19/h1-15H,16H2,(H,23,24)",ROTUJQFQEFHPJK-UHFFFAOYSA-N,DTXSID20364292,DSSTox_Substance_Id,DTXSID20364292,"2-benzylsulfanyl-4,5-diphenyl-1H-imidazole"
90,CCCCN(CCCC)C(=O)NC1=CC(Cl)=CC=C1,CCCCN(CCCC)C(=O)Nc1cccc(Cl)c1,"InChI=1S/C15H23ClN2O/c1-3-5-10-18(11-6-4-2)15(19)17-14-9-7-8-13(16)12-14/h7-9,12H,3-6,10-11H2,1-2H3,(H,17,19)",IOKBPHPZJHRVSD-UHFFFAOYSA-N,DTXSID60338114,DSSTox_Substance_Id,DTXSID60338114,"N,N-Dibutyl-N'-(3-chlorophenyl)urea"
91,ClC1=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=C(Cl)C=C1,O=C(Nc1cc(Cl)ccc1Cl)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H18Cl2N2O/c22-18-11-12-19(23)20(13-18)24-21(26)25(14-16-7-3-1-4-8-16)15-17-9-5-2-6-10-17/h1-13H,14-15H2,(H,24,26)",HPLRGPMVWSLYNM-UHFFFAOYSA-N,DTXSID70394408,DSSTox_Substance_Id,DTXSID70394408,"1,1-dibenzyl-3-(2,5-dichlorophenyl)urea"
92,CCC1=CC=CC(CC)=C1NC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,CCc1cccc(CC)c1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C25H28N2O/c1-3-22-16-11-17-23(4-2)24(22)26-25(28)27(18-20-12-7-5-8-13-20)19-21-14-9-6-10-15-21/h5-17H,3-4,18-19H2,1-2H3,(H,26,28)",FFZSSNUSZPLNPW-UHFFFAOYSA-N,DTXSID50391814,DSSTox_Substance_Id,DTXSID50391814,"1,1-dibenzyl-3-(2,6-diethylphenyl)urea"
93,CC1=C(C)C=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,Cc1ccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1C,"InChI=1S/C23H24N2O/c1-18-13-14-22(15-19(18)2)24-23(26)25(16-20-9-5-3-6-10-20)17-21-11-7-4-8-12-21/h3-15H,16-17H2,1-2H3,(H,24,26)",BBCOEADOJWPHKO-UHFFFAOYSA-N,DTXSID60395065,DSSTox_Substance_Id,DTXSID60395065,"1,1-dibenzyl-3-(3,4-dimethylphenyl)urea"
94,COC1=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C(C)C=C1,COc1ccc(C)cc1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C23H24N2O2/c1-18-13-14-22(27-2)21(15-18)24-23(26)25(16-19-9-5-3-6-10-19)17-20-11-7-4-8-12-20/h3-15H,16-17H2,1-2H3,(H,24,26)",QENSTJKJSDMWLV-UHFFFAOYSA-N,DTXSID30400175,DSSTox_Substance_Id,DTXSID30400175,"Urea, N'-(2-methoxy-5-methylphenyl)-N,N-bis(phenylmethyl)-"
95,CCCCN(CC(C)(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)NC1=C(C)C=C(C)C=C1,CCCCN(CC(C)(c1ccccc1)c1ccccc1)C(=O)Nc1ccc(C)cc1C,"InChI=1S/C28H34N2O/c1-5-6-19-30(27(31)29-26-18-17-22(2)20-23(26)3)21-28(4,24-13-9-7-10-14-24)25-15-11-8-12-16-25/h7-18,20H,5-6,19,21H2,1-4H3,(H,29,31)",FLMLIFCTOLMALZ-UHFFFAOYSA-N,DTXSID00547900,DSSTox_Substance_Id,DTXSID00547900,"N-Butyl-N'-(2,4-dimethylphenyl)-N-(2,2-diphenylpropyl)urea"
96,CCCCCCOS(=O)(=O)NC(=O)OC1=C(C=CC=C1C(C)C)C(C)C,CCCCCCOS(=O)(=O)NC(=O)Oc1c(C(C)C)cccc1C(C)C,"InChI=1S/C19H31NO5S/c1-6-7-8-9-13-24-26(22,23)20-19(21)25-18-16(14(2)3)11-10-12-17(18)15(4)5/h10-12,14-15H,6-9,13H2,1-5H3,(H,20,21)",RBKRJXIODYDENI-UHFFFAOYSA-N,DTXSID20443258,DSSTox_Substance_Id,DTXSID20443258,"[2,6-di(propan-2-yl)phenyl] N-hexoxysulfonylcarbamate"
97,CC1=CC(C)=C(NC(=O)N(C2CCCC2)C2CCCC2)C=C1,Cc1ccc(NC(=O)N(C2CCCC2)C2CCCC2)c(C)c1,"InChI=1S/C19H28N2O/c1-14-11-12-18(15(2)13-14)20-19(22)21(16-7-3-4-8-16)17-9-5-6-10-17/h11-13,16-17H,3-10H2,1-2H3,(H,20,22)",LZWRJCKRKIAVRA-UHFFFAOYSA-N,DTXSID80608149,DSSTox_Substance_Id,DTXSID80608149,"N,N-Dicyclopentyl-N'-(2,4-dimethylphenyl)urea"
98,ClC1=CC=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=C1,O=C(Nc1cccc(Cl)c1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H19ClN2O/c22-19-12-7-13-20(14-19)23-21(25)24(15-17-8-3-1-4-9-17)16-18-10-5-2-6-11-18/h1-14H,15-16H2,(H,23,25)",HBTPVYGPYRHKEV-UHFFFAOYSA-N,DTXSID90359731,DSSTox_Substance_Id,DTXSID90359731,"Urea, N'-(3-chlorophenyl)-N,N-bis(phenylmethyl)-"
99,COC1=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=C(OC)C=C1,COc1ccc(OC)c(NC(=O)N(Cc2ccccc2)Cc2ccccc2)c1,"InChI=1S/C23H24N2O3/c1-27-20-13-14-22(28-2)21(15-20)24-23(26)25(16-18-9-5-3-6-10-18)17-19-11-7-4-8-12-19/h3-15H,16-17H2,1-2H3,(H,24,26)",IYXIKYXLEDBNMC-UHFFFAOYSA-N,DTXSID20309820,DSSTox_Substance_Id,DTXSID20309820,"1,1-dibenzyl-3-(2,5-dimethoxyphenyl)urea"
100,CCCCN(CCCC)C(=O)NC1=C(C)C=CC=C1C,CCCCN(CCCC)C(=O)Nc1c(C)cccc1C,"InChI=1S/C17H28N2O/c1-5-7-12-19(13-8-6-2)17(20)18-16-14(3)10-9-11-15(16)4/h9-11H,5-8,12-13H2,1-4H3,(H,18,20)",YPZGKHSVUKQBCI-UHFFFAOYSA-N,DTXSID30392460,DSSTox_Substance_Id,DTXSID30392460,"Urea, N,N-dibutyl-N'-(2,6-dimethylphenyl)-"
101,CC1=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=CC(Cl)=C1,Cc1cc(Cl)ccc1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H21ClN2O/c1-17-14-20(23)12-13-21(17)24-22(26)25(15-18-8-4-2-5-9-18)16-19-10-6-3-7-11-19/h2-14H,15-16H2,1H3,(H,24,26)",BDOVPEIAFDHKLW-UHFFFAOYSA-N,DTXSID00401659,DSSTox_Substance_Id,DTXSID00401659,"Urea, N'-(4-chloro-2-methylphenyl)-N,N-bis(phenylmethyl)-"
102,CSC1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,CSc1ccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,"InChI=1S/C22H22N2OS/c1-26-21-14-12-20(13-15-21)23-22(25)24(16-18-8-4-2-5-9-18)17-19-10-6-3-7-11-19/h2-15H,16-17H2,1H3,(H,23,25)",YIZPRAFUYGDHJO-UHFFFAOYSA-N,DTXSID80658280,DSSTox_Substance_Id,DTXSID80658280,"N,N-Dibenzyl-N'-[4-(methylsulfanyl)phenyl]urea"
103,CC1=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C(Cl)=CC=C1,Cc1cccc(Cl)c1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H21ClN2O/c1-17-9-8-14-20(23)21(17)24-22(26)25(15-18-10-4-2-5-11-18)16-19-12-6-3-7-13-19/h2-14H,15-16H2,1H3,(H,24,26)",YQBYSMFEBKLIFW-UHFFFAOYSA-N,DTXSID60309824,DSSTox_Substance_Id,DTXSID60309824,"N,N-Dibenzyl-N'-(2-chloro-6-methylphenyl)urea"
104,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC=CC(C)=C1C,CCCCN(Cc1ccccc1)C(=O)Nc1cccc(C)c1C,"InChI=1S/C20H26N2O/c1-4-5-14-22(15-18-11-7-6-8-12-18)20(23)21-19-13-9-10-16(2)17(19)3/h6-13H,4-5,14-15H2,1-3H3,(H,21,23)",JOUBLGWLPRKRPX-UHFFFAOYSA-N,DTXSID10547875,DSSTox_Substance_Id,DTXSID10547875,"N-Benzyl-N-butyl-N'-(2,3-dimethylphenyl)urea"
105,CC1=CC=CC(C)=C1NC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,Cc1cccc(C)c1NC(=O)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C23H24N2O/c1-18-10-9-11-19(2)22(18)24-23(26)25(16-20-12-5-3-6-13-20)17-21-14-7-4-8-15-21/h3-15H,16-17H2,1-2H3,(H,24,26)",AGROKRUZEPCBGO-UHFFFAOYSA-N,DTXSID00308634,DSSTox_Substance_Id,DTXSID00308634,"1,1-dibenzyl-3-(2,6-dimethylphenyl)urea"
106,FC(F)(F)C1=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=CC(Cl)=C1,O=C(Nc1ccc(Cl)cc1C(F)(F)F)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C22H18ClF3N2O/c23-18-11-12-20(19(13-18)22(24,25)26)27-21(29)28(14-16-7-3-1-4-8-16)15-17-9-5-2-6-10-17/h1-13H,14-15H2,(H,27,29)",GUXIWKGYQQXONZ-UHFFFAOYSA-N,DTXSID10608152,DSSTox_Substance_Id,DTXSID10608152,"N,N-Dibenzyl-N'-[4-chloro-2-(trifluoromethyl)phenyl]urea"
107,CN(C)C(=O)NC1=C(C)C=C(C)C=C1,Cc1ccc(NC(=O)N(C)C)c(C)c1,"InChI=1S/C11H16N2O/c1-8-5-6-10(9(2)7-8)12-11(14)13(3)4/h5-7H,1-4H3,(H,12,14)",VTERNVHPRDIZBC-UHFFFAOYSA-N,DTXSID20321229,DSSTox_Substance_Id,DTXSID20321229,NSC372129
108,CCCCN(CCCC)C(=O)NC1=CC(SC)=CC=C1,CCCCN(CCCC)C(=O)Nc1cccc(SC)c1,"InChI=1S/C16H26N2OS/c1-4-6-11-18(12-7-5-2)16(19)17-14-9-8-10-15(13-14)20-3/h8-10,13H,4-7,11-12H2,1-3H3,(H,17,19)",MFMCRJKCTRKJJW-UHFFFAOYSA-N,DTXSID70608138,DSSTox_Substance_Id,DTXSID70608138,"N,N-Dibutyl-N'-[3-(methylsulfanyl)phenyl]urea"
109,CCCCN(CC1=CC=CC=C1)C(=O)NC1=C(C)C=CC=C1C,CCCCN(Cc1ccccc1)C(=O)Nc1c(C)cccc1C,"InChI=1S/C20H26N2O/c1-4-5-14-22(15-18-12-7-6-8-13-18)20(23)21-19-16(2)10-9-11-17(19)3/h6-13H,4-5,14-15H2,1-3H3,(H,21,23)",UAMMZAIIPBUZOS-UHFFFAOYSA-N,DTXSID30547877,DSSTox_Substance_Id,DTXSID30547877,"N-Benzyl-N-butyl-N'-(2,6-dimethylphenyl)urea"
110,CCCCCCCCN(CCCCCCCC)C(=O)NC1=C(C)C=C(C)C=C1,CCCCCCCCN(CCCCCCCC)C(=O)Nc1ccc(C)cc1C,"InChI=1S/C25H44N2O/c1-5-7-9-11-13-15-19-27(20-16-14-12-10-8-6-2)25(28)26-24-18-17-22(3)21-23(24)4/h17-18,21H,5-16,19-20H2,1-4H3,(H,26,28)",VEBHMHPYDVREKI-UHFFFAOYSA-N,DTXSID20608128,DSSTox_Substance_Id,DTXSID20608128,"N'-(2,4-Dimethylphenyl)-N,N-dioctylurea"
111,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC(Cl)=C(Cl)C=C1,CCCCN(Cc1ccccc1)C(=O)Nc1ccc(Cl)c(Cl)c1,"InChI=1S/C18H20Cl2N2O/c1-2-3-11-22(13-14-7-5-4-6-8-14)18(23)21-15-9-10-16(19)17(20)12-15/h4-10,12H,2-3,11,13H2,1H3,(H,21,23)",TXIYNYNMYANNEX-UHFFFAOYSA-N,DTXSID80547882,DSSTox_Substance_Id,DTXSID80547882,"N-Benzyl-N-butyl-N'-(3,4-dichlorophenyl)urea"
112,N1C(=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,"InChI=1S/C21H16N2/c1-4-10-16(11-5-1)19-20(17-12-6-2-7-13-17)23-21(22-19)18-14-8-3-9-15-18/h1-15H,(H,22,23)",RNIPJYFZGXJSDD-UHFFFAOYSA-N,DTXSID3022039,DSSTox_Substance_Id,DTXSID3022039,"2,4,5-Triphenylimidazole"
113,CCOC(CCSC1=NC(=C(N1)C1=CC=CC=C1)C1=CC=CC=C1)OCC,CCOC(CCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)OCC,"InChI=1S/C22H26N2O2S/c1-3-25-19(26-4-2)15-16-27-22-23-20(17-11-7-5-8-12-17)21(24-22)18-13-9-6-10-14-18/h5-14,19H,3-4,15-16H2,1-2H3,(H,23,24)",DPSOBGLGMJUMOF-UHFFFAOYSA-N,DTXSID00435515,DSSTox_Substance_Id,DTXSID00435515,"2-(3,3-diethoxypropylsulfanyl)-4,5-diphenyl-1H-imidazole"
114,BrC1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,O=C(Nc1ccc(Br)cc1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H19BrN2O/c22-19-11-13-20(14-12-19)23-21(25)24(15-17-7-3-1-4-8-17)16-18-9-5-2-6-10-18/h1-14H,15-16H2,(H,23,25)",MZROMVVPYOBXDS-UHFFFAOYSA-N,DTXSID90403460,DSSTox_Substance_Id,DTXSID90403460,"1,1-dibenzyl-3-(4-bromophenyl)urea"
115,COC1=CC=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=C1,COc1cccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)c1,"InChI=1S/C22H22N2O2/c1-26-21-14-8-13-20(15-21)23-22(25)24(16-18-9-4-2-5-10-18)17-19-11-6-3-7-12-19/h2-15H,16-17H2,1H3,(H,23,25)",ZWFACHSZQCZGDM-UHFFFAOYSA-N,DTXSID30392223,DSSTox_Substance_Id,DTXSID30392223,"1,1-dibenzyl-3-(3-methoxyphenyl)urea"
116,CCCCN(CC1=CC=CC=C1)C(=O)NC1=C(C)C=CC(C)=C1,CCCCN(Cc1ccccc1)C(=O)Nc1cc(C)ccc1C,"InChI=1S/C20H26N2O/c1-4-5-13-22(15-18-9-7-6-8-10-18)20(23)21-19-14-16(2)11-12-17(19)3/h6-12,14H,4-5,13,15H2,1-3H3,(H,21,23)",HAJIXXZWPJQZEM-UHFFFAOYSA-N,DTXSID70547876,DSSTox_Substance_Id,DTXSID70547876,"N-Benzyl-N-butyl-N'-(2,5-dimethylphenyl)urea"
117,O=C(NC1=CC=CC=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,O=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H20N2O/c24-21(22-20-14-8-3-9-15-20)23(16-18-10-4-1-5-11-18)17-19-12-6-2-7-13-19/h1-15H,16-17H2,(H,22,24)",PTHTXCJHLYXEMB-UHFFFAOYSA-N,DTXSID70355110,DSSTox_Substance_Id,DTXSID70355110,"Urea, N'-phenyl-N,N-bis(phenylmethyl)-"
118,CCCCC(CC)CN(CC(CC)CCCC)C(=O)NC1=C(C)C=C(C)C=C1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)Nc1ccc(C)cc1C,"InChI=1S/C25H44N2O/c1-7-11-13-22(9-3)18-27(19-23(10-4)14-12-8-2)25(28)26-24-16-15-20(5)17-21(24)6/h15-17,22-23H,7-14,18-19H2,1-6H3,(H,26,28)",QZCSIEVETDPPGQ-UHFFFAOYSA-N,DTXSID20608148,DSSTox_Substance_Id,DTXSID20608148,"N'-(2,4-Dimethylphenyl)-N,N-bis(2-ethylhexyl)urea"
119,CCCCN(CCCC)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCCCN(CCCC)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,"InChI=1S/C15H22ClN3O3/c1-3-5-9-18(10-6-4-2)15(20)17-14-8-7-12(19(21)22)11-13(14)16/h7-8,11H,3-6,9-10H2,1-2H3,(H,17,20)",ZOKDXPZFULFCFB-UHFFFAOYSA-N,DTXSID40394016,DSSTox_Substance_Id,DTXSID40394016,"Urea, N,N-dibutyl-N'-(2-chloro-4-nitrophenyl)-"
120,[O-][N+](=O)C1=CC=CC(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=C1,O=C(Nc1cccc([N+](=O)[O-])c1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H19N3O3/c25-21(22-19-12-7-13-20(14-19)24(26)27)23(15-17-8-3-1-4-9-17)16-18-10-5-2-6-11-18/h1-14H,15-16H2,(H,22,25)",TTXHUJLSUGTFBS-UHFFFAOYSA-N,DTXSID90403026,DSSTox_Substance_Id,DTXSID90403026,"1,1-dibenzyl-3-(3-nitrophenyl)urea"
121,ClC1=CC=CC=C1NC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,O=C(Nc1ccccc1Cl)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H19ClN2O/c22-19-13-7-8-14-20(19)23-21(25)24(15-17-9-3-1-4-10-17)16-18-11-5-2-6-12-18/h1-14H,15-16H2,(H,23,25)",PTRJYXNRJUCICR-UHFFFAOYSA-N,DTXSID20395081,DSSTox_Substance_Id,DTXSID20395081,"1,1-dibenzyl-3-(2-chlorophenyl)urea"
122,N1C(=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CO1,c1ccc(-c2nc(-c3ccco3)[nH]c2-c2ccccc2)cc1,"InChI=1S/C19H14N2O/c1-3-8-14(9-4-1)17-18(15-10-5-2-6-11-15)21-19(20-17)16-12-7-13-22-16/h1-13H,(H,20,21)",MJPCBPHRCHYZRH-UHFFFAOYSA-N,DTXSID20355660,DSSTox_Substance_Id,DTXSID20355660,"2-(furan-2-yl)-4,5-diphenyl-1H-imidazole"
123,CCCCOC1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,CCCCOc1ccc(NC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,"InChI=1S/C25H28N2O2/c1-2-3-18-29-24-16-14-23(15-17-24)26-25(28)27(19-21-10-6-4-7-11-21)20-22-12-8-5-9-13-22/h4-17H,2-3,18-20H2,1H3,(H,26,28)",KXUIQZOAXMVOMH-UHFFFAOYSA-N,DTXSID70608153,DSSTox_Substance_Id,DTXSID70608153,"N,N-Dibenzyl-N'-(4-butoxyphenyl)urea"
124,ClC1=CC=CC(Cl)=C1NC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,O=C(Nc1c(Cl)cccc1Cl)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H18Cl2N2O/c22-18-12-7-13-19(23)20(18)24-21(26)25(14-16-8-3-1-4-9-16)15-17-10-5-2-6-11-17/h1-13H,14-15H2,(H,24,26)",MCCYMQIZALQLHM-UHFFFAOYSA-N,DTXSID80392637,DSSTox_Substance_Id,DTXSID80392637,"1,1-dibenzyl-3-(2,6-dichlorophenyl)urea"
125,[O-][N+](=O)C1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,O=C(Nc1ccc([N+](=O)[O-])cc1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H19N3O3/c25-21(22-19-11-13-20(14-12-19)24(26)27)23(15-17-7-3-1-4-8-17)16-18-9-5-2-6-10-18/h1-14H,15-16H2,(H,22,25)",HMWRPGRIRJVVFF-UHFFFAOYSA-N,DTXSID60608167,DSSTox_Substance_Id,DTXSID60608167,"N,N-Dibenzyl-N'-(4-nitrophenyl)urea"
126,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CCCCN(Cc1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1,"InChI=1S/C19H21F3N2O/c1-2-3-12-24(14-15-8-5-4-6-9-15)18(25)23-17-11-7-10-16(13-17)19(20,21)22/h4-11,13H,2-3,12,14H2,1H3,(H,23,25)",IFGCEVZHQPZOMQ-UHFFFAOYSA-N,DTXSID00547884,DSSTox_Substance_Id,DTXSID00547884,N-Benzyl-N-butyl-N'-[3-(trifluoromethyl)phenyl]urea
127,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC(C)=C(C)C=C1,CCCCN(Cc1ccccc1)C(=O)Nc1ccc(C)c(C)c1,"InChI=1S/C20H26N2O/c1-4-5-13-22(15-18-9-7-6-8-10-18)20(23)21-19-12-11-16(2)17(3)14-19/h6-12,14H,4-5,13,15H2,1-3H3,(H,21,23)",RTSCWIYJSUSUQX-UHFFFAOYSA-N,DTXSID90547878,DSSTox_Substance_Id,DTXSID90547878,"N-Benzyl-N-butyl-N'-(3,4-dimethylphenyl)urea"
128,CCCCN(CC1=CC=CC=C1)C(=O)NC1=C(OC)C(Cl)=CC=C1,CCCCN(Cc1ccccc1)C(=O)Nc1cccc(Cl)c1OC,"InChI=1S/C19H23ClN2O2/c1-3-4-13-22(14-15-9-6-5-7-10-15)19(23)21-17-12-8-11-16(20)18(17)24-2/h5-12H,3-4,13-14H2,1-2H3,(H,21,23)",RKVHAWULYXIBGC-UHFFFAOYSA-N,DTXSID60547885,DSSTox_Substance_Id,DTXSID60547885,N-Benzyl-N-butyl-N'-(3-chloro-2-methoxyphenyl)urea
129,CCCCN(CC1=CC=CC=C1)C(=O)NC1=CC(Cl)=CC=C1,CCCCN(Cc1ccccc1)C(=O)Nc1cccc(Cl)c1,"InChI=1S/C18H21ClN2O/c1-2-3-12-21(14-15-8-5-4-6-9-15)18(22)20-17-11-7-10-16(19)13-17/h4-11,13H,2-3,12,14H2,1H3,(H,20,22)",SAPLBENRNUWLDZ-UHFFFAOYSA-N,DTXSID60547901,DSSTox_Substance_Id,DTXSID60547901,N-Benzyl-N-butyl-N'-(3-chlorophenyl)urea
130,ClC1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1,O=C(Nc1ccc(Cl)cc1)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C21H19ClN2O/c22-19-11-13-20(14-12-19)23-21(25)24(15-17-7-3-1-4-8-17)16-18-9-5-2-6-10-18/h1-14H,15-16H2,(H,23,25)",XBUCDZCDAXWTPJ-UHFFFAOYSA-N,DTXSID80392470,DSSTox_Substance_Id,DTXSID80392470,ST51035134
131,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(N)=O,CC(C)C(N)C(=O)N1CCCC1C(N)=O,"InChI=1S/C10H19N3O2/c1-6(2)8(11)10(15)13-5-3-4-7(13)9(12)14/h6-8H,3-5,11H2,1-2H3,(H2,12,14)",AGVCUVJROUBIKP-UHFFFAOYSA-N,DTXSID40469490,DSSTox_Substance_Id,DTXSID40469490,(2S)-1-[(2S)-2-amino-3-methylbutanoyl]pyrrolidine-2-carboxamide
132,N[C@@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(N)=O,NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1,"InChI=1S/C14H19N3O2/c15-11(9-10-5-2-1-3-6-10)14(19)17-8-4-7-12(17)13(16)18/h1-3,5-6,11-12H,4,7-9,15H2,(H2,16,18)",HAZDSEVQCDGJTA-UHFFFAOYSA-N,DTXSID50468570,DSSTox_Substance_Id,DTXSID50468570,(2S)-1-[(2S)-2-amino-3-phenylpropanoyl]pyrrolidine-2-carboxamide
